Tweet_id,Name,Text,score
1469,SygfredM,Feeling ko sobrang bait mo HAHAHA sinabi mo pa since birth pa charot,2
1470,justarven23,Tag jangan tag jangan tag.... Jangan:)',2
1471,raddvenclaw,ayo kinsay nagboto diria gusto ko makakitas results HAHA',1.1
1472,87E13D_F171A572,"b""Kasumin's cute photos...",3
1473,faithserencio,#IdolPHRegineV twitter plus live sa youtube hahhaha iba,2.2
1474,llaurenceadrian,"b""then taghagad ak nan boyors na tagsa mag beach volley then taghagad ko sab sija hahaha then teammates kami hahaha then tagganahan shokemi then after that nisilong nasab kami then we talk til' we run out of topics hahahaha and the most heartbreaking part, i don't know his name """,1
1475,ewwaann,HAHAHAHAHHHHHAHAHA ',1
1476,jean_sannie,K A N I N A P A K A M I N A N D I TO N A K A K A P A G O D D I N K A Y A ',1
1477,Kisses_D1,Matagal tagal din silang magkasama... mamimiss ko update nila with kittet... @KissesDelavin #4DaysTillALifeFullofKISSES,1
1478,SamSamJjang,2,2
1479,puteris4brina,1,1
1480,kittypandaoh,Ehem hahahaha,3
1481,mxttschoe,easter at wawa,1
1482,EllalaineMoreno,KABUANG BAH HHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAH',5
1483,jhrasidik,Maraming maraming shukran sa inyong lahat specially kay mohaira and my sister joharea diko talaga expect na to yung bang dati taga design lang ako ng surprise nila ayts yihieeeee sobrang sobrang salamat peps wavyuuu all!!thank u so much,2
1484,TOA_ScarForRFJ,Bara Bara Bae: Ang galing. Napatayo ko yung itog mo. #SPSEasterEggventure #ALDENTheActorReturns #ALDENRichards @aldenrichards02,2.2
1485,akpt1981,wala naman :)) depende lang sa mood ko',2
1486,fangirl2386,Sa live MayWard muna tayo Pres! Tapos bawi sa iWant hahahaha #HNKPagsilang Edward as Iking',3
1487,flufvyoong,@kookiechimm NARUTO STAN NUMBER 1!!!,1
1488,angelicamarvii,Pinakacute na babae sa gene? Si mayora po nilaaa uwu,2
1489,kianneduerme,"tots sa mag ? uhm nakakatamad,, pero sige pag meron",5
1490,kinderdarthelm,nabasa ko dolphines BGSVAHAB',1
1491,24BrasilNoticia,DESI KHILADI (2019) PART 01 HINDI DUBBED ACTION MOVIE,2.1
1492,darlingnakita,Ahahahhaha,1
1493,mj_mayward07,Abang abang next week! #HNKPagsilang Edward as Iking',2.2
1494,MARSPROJECTMP3,MASAKI YODA -Parallel World- #m zik #Japonya #bilgi',1
1495,jungkcum,@bomincum Hehehe,1
1496,strikeaposeeeee,...and a nasa tatt???????,2
1497,aayoubb933,1,1
1498,robnestaaaa,nagpuputi yung portion ng buhok ko sa black and white nani o_o,2.1
1499,CB_D12101,s a b o g a q',5
1500,andri000me_15,"M Andri Gunawan Syam (Mags Berita 05) Time : April 21, 2019 at 07:29PM",2
1501,binwoosh,Wow ang macho,2
1502,JonelCastillo5,"b""Habang sila'y lumalanggoy, ako naman lunod sa school works. """,4.1
1503,MissRasekgotoma,@TshegoDoLLz O rata ditaba bitch',2
1504,danicaaj_,PAKI BALIK TO',2
1505,frvrbrian,hayss na-e-emo nanaman ako sa vocals ni sungjin sa colors',1
1506,aleczandratorio,"i go on dates pero i swear to god,,,, wALA :((( henlo pahinge jowa'",4
1507,jaannnaahkyllie,may jowa ka? walaaa pooo bakit?,3
1508,chevycantua,kis a lang ko ga gwa sa lungga pero kon makagwa ang wallet daw maluha pota hahahahah',1.1
1509,miksledesma,KILALA MO NA YON KEVIN HAHAHAHHAHAHAHAHAH',3.1
1510,DnnClrss,2,2
1511,dionysuskaori,"Ayan ddy areng @AljonMendoza_ babalik na siya, di muna kailangan mag ""i miss u"" labyoo kaoreng @kaori_oinuma damihan mo update pagbalik mo ha yung magwawala ube namin",3
1512,FranceRie,Gagaling nyo e. Dapat kayo nalang pharmacist/supervisor.',3.2
1513,queen26julz,"Negatron kasi agad pag nababasa ang name ng kathniel. Simple simple pinapalaki. Ayan, gets niyo na ba?'",2
1514,cbllrjho,@ymllmcn ari y lodi ko talaga',1
1515,1ochabatake,Xenon 50mm/f1.5+Ektar100,1.1
1516,_ica2002,Gano katagal na po kayo magkakilala ni ateh Chin?? Last year lang kami mag kakilala siguro mga november ata or december pero kilala ko na sya since july 2018,2.1
1517,ron_syron,Proud kami sayo kaBIPLOP! ',1
1518,hahaharymykel,Mag kamukha talaga sina ni J at D HAHAHAHAHHAHAHAHAHAHHAHAHAHAHAH',3
1519,darkhyungs,swerte talaga ni pera pang con wala ako meet and greet pa ',4
1520,jasminelep,"b""Taeng's new tatts - &amp; N A S A",3
1521,max_jww,"b""@max_prkjhy lagyan ko to teacher's signature""",2
1522,WizeOwl4,"b""@ShadayaKnight it's interesting so see kuti muskana 1 chete responded to the thread.vamwe vese vabatwa batwa,wabaya dede nemukanwa mfana""",2
1523,ariaaa46,OHHHHHHHHH ANOOOOO SIGE MAY LABAN KAAA?',2
1524,alypalad,"Are you a clean or messy person? clean sa simula, messy pagkatapos",2.2
1525,chattyflores18,"Pano kung masaya ka na, pero bigla nalang syang bumalik sa buhay mo? Handa ka bang isakripisyo lahat? O tama na, kasi andito kana.. masaya kana. Babalik ka pa ba?'",3
1526,aimjei,Are you a clean or messy person? Makalat akong tao pero gusto kong malinis nasa paligid. Gulo ko diba?,2
1527,iamvrit,di man sad sayop mo surrender.',5
1528,Daniela82373487,Giilad nlang ta ani o giilad nlang ta ani?? saman jud??',2.1
1529,ellaine_lyka,"Once a philosopher said. Kung kaya ako nito pakiligin, mas kaya ko siyang pakiligin '",2
1530,danila_layers,Hehehe i love chealisa forever ',3
1531,oreochocolatee,@qtviceyy : wala pa po :0-10 din :&lt; : hello hihihi i don t know what to say?? Uhm sana maging friends tayo ',3
1532,DrUmerQader,@Areejeyyyy Na daraya krein esay awam ko.... Awein heart attack a jaye ga kisy ko....',2
1533,dentwarriorsem,"So I went sa supermarket to buy groceries and market para sa wet goodies tapos naglakad lang pauwi, kamalasan naman napunit yung plastic nagsigulong yung mga gulay Tngna nakipagpatintero ako sa mga tricycle driver!!! Bwst this layf '",2
1534,Sayurichels_17,Kung Liza Soberano lang din naman ganyan din gagawin ko pareng Quen ',1
1535,iamjulesme,@RicciRamoss KAHIT LAGI KANG TALO TAS LAGI NATING INIIBA LARO PAG NATATALO KA HAYS PERO SIGE G AHHAHAHAHAHAHAHAHA',3
1536,imaaanginasi,@ImanAzeera sila check Hitam',4
1537,_juangdl9,i need u in mah layf kahit di mo ko need. pwee',2.2
1538,gegel_marie,"My Family whenever I busy myself with gardening, landscaping and cleaning the house Basin malingaw nlang kag pang hinlo ma anti-social naka ha But kung mag laag ko Ay sig laag, unsaon ning mga tanom dari mamisbis nig ila? Ang plato ga kaligo og ila? Huhuhu unsa man gyod oy!!'",1
1539,DanicaJagmis,Excited ako kasi gusto ko makita yung laman ng boooox anong merch yun and i know yung isa bts merch yoooon tapos yung isa box is kpop depende kung ano group yoooonn so excited na akooo ',1
1540,SocxKP,"b""Sobrang exciting naman ng hiwaga ng kambat. Sana daily meron.. pero i'll be honest, di maganda yung pagkakaedit pero pwede na.. galing ni @Barber_Edward_ ahh infairnesseses.. haha #HNKPagsilang""",2
1541,flores2362,@arrkayee G hahaha alam mo naman marupok ako pagdating sayo HAHAHA',2.2
1542,Diane81024996,Magkamuka na talaga sila.. Pati pag smile parehong pareho na.. #MBwithLouDreBukasNa @louyanong I @itsdredesu',3
1543,Kaeryl95,TNGINAAAAAAAA AYOKONAAAAAAAA',4
1544,QuintzLomar,I smell away nanaman in house. wiiiw! tsskk! ',2
1545,serenityss_,TANGINATANGINATANUNGAAAAAAAAAAAA YUNG NGITI NILA SA DULO I CANT ',1
1546,vcamilleerikaa,@illeomenate Hoy ka busy ba ani hahahaha i love all the Ls in mah life ',2
1547,khylavrgr_,"Never, never, never, never, i have, never, never, never, i have, never Hiya kapa sana pinasagot mo na sakin lahat HHAHAHAHAHAHHAAHAHAHAHHAHAHAHAJAH'",3
1548,_isayyyyyy,"@ivygerolaga Her ex is currently in a happy relationship rn and respeto nalang din sa kanila. Wag nyo ng ibalik yung nakaraan na pilit nilang kinakalimutan. Unti unti na nilang binubuo yung sarili na, fyi.'",3
1549,Yuvraj_YC,"b""@MamtaParmar19 @ipshitantora What's wrong? Sahi toh kaha h""",3.3
1550,Almondiaaa,"Ang panget ko, walang worth it i-post '",2
1551,alylooney,mag two years ko na kayong hindi nakikita grR r i miss u yoongi uwi ka na di na ako galit ( wings tour in mnl day 2 ),1
1552,Bahashtyy,HAHAHAHA',1
1553,vineet6618,@Cute_boi_ @Creator25000 @FatimAAbbas007 @ReallySwara Ha ha.. Sare kr.. Itna tme lagta h kya',3
1554,MrvnPngtn,hahhahahhahaha',1
1555,SPRlNGTTAE,NAMKOOK SAID THEY WANT TO GO TO MANILA NAMJOON SAID SEE YOU IN MANILA PUTANGINA I WANT TO PUNCH A WALL NA TALAGA PH ARMYS PUTCHA,2
1556,Dryx17,chuy ang song sa ml bai pero ghad layo ragid sa kda sa (g)i-dle',2
1557,BiKeR626,Haibo ngithi uPhilani kwi first frame',2
1558,alwayssaljon,ay gusto ko to #EGGStraordinaryKARJON',3
1559,charlene0220,di ako sumama sa frenny kong nagpapasama bumili ng coat nya para i-marathon yon tapos ganon yung ending huhuhuhu yung kilig ko bitin imbyerna',1.1
1560,MAHNEMINYEFF251,POTA!!! Papaiiyakin nanaman tayo ganown HA ganonwn!?!?!?!?!? .......i love RADWIMPS tho ',1
1561,gapultos_jane,Where can I find this man? Ahahahaha ganito din naman yung bb ko eh. ',2
1562,LaurenAshleyRx,@ParkoEFC Hahahahaha I can tell ',3
1563,soongyuwoo,@verkwantrxsh I KNOW MAMI KALOKA HAHAHAHSHSHSHD may pa sponsor na HhahahaHAa lezgetit',3.1
1564,jettmnl_,"I ll be back Bicol, and I promise mag tatagal na ko! Again, SOBRANG GANDA MO!!!",1
1565,jadeeecroftt,ahahahahaha i wish',2
1566,jirim980216,I miss Aklan. Pasabit naman po kahit iwan niyo na po ko sa pantalan good luck na lang sakin di ko alam papunta sa bahay dun. ',3
1567,yanadici,hanggang dun kalang kasi yanna e',1
1568,ScintillaTere_,"b""Tagal ko tong inabangan, it's finally here!!! Lesgawww #IdolPhilippines""",4
1569,GregOntheway,Hahahahahahah',2
1570,CstllnsShnMr,Manay Davao Oriental,3
1571,ulengutari,Ya dende hahaha @ammang',2
1572,stefunnyyy_,sana all na add siya :&lt;',1
1573,lorreeynn,nadali mo ',2
1574,iamrichmondb,paturo nga mag tiktok',3
1575,bernajose_,"b""tANGINA BAKA NAMAN BIGHIT BAKA NAMAN ASIAN TOUR DATES:'&gt;""",4
1576,Ann18039646,"to my s**, salamat. Salamat sa mga araw na pinapasaya moko, salamat kasi sa mga araw na kailangan ko ng karamay andon ka, salamat kasi nung mga time na kailangan ko ng kausap at maddramahan andyan ka handang makinig, at syempre salamat kasi naging kaibigan kita'",5
1577,santiagoallex,yes inday hahahahah,1
1578,kggrfrk,tots abt. chanelle Dancerrrr JeRiCk Beri huggableee Kyotti Lakas mambara XD Halos mawala na ang mata pag nangiti Mabait toh guys Improving sa life hakhak Nakilala ko nung tango practice lolz Hanlooooo chanelleeee,2
1579,hwangsajangs,hahhahahah',2
1580,muhdnoorirfaann,Aku laki nak dm perempuan pon nak taknak hahah rase weird pon ade HAHAHAHA',2
1581,gslvrstrd,Maka ingon kog unfair gyud ang ginoo',3
1582,ayxzpotaeto,"wala man akong reactors, atleast hindi ako nakikipag ng dp para magpapeymus.",4.1
1583,ellaxromanox,ako lang to!,1
1584,liarbjh,H M P H',1
1585,yadommmmmmm,"What if may twitter account talaga yung apat tapos nababasa nila lahat ng tweets natin? Yung mga au, mga memes, mga selosan, mga ships, mga ano... Shet. Feel ko kasi nakikipag interact tong si Jennie through stories at posts sa atin. Or balu na ako #JenLisaUniverse #Jenlisa'",2
1586,bunsoby,Tots about sa mag neto di ako peym alaws maghahart neyan haha,2.2
1587,yugtaey,taeyong nct taeyong 127 taeyong cute taeyong pretty taeyong superhuman taeyong bee taeyong dance taeyong dancing taeyong cherry bomb taeyong touch,1
1588,UNIVERSAL_SSP,Ganda gandaaa mooooooooo gusto na kita iuwwwii!! #TrySharleneAndDonny,1
1589,ahmadsunusiash1,@Sakeenarh_mm Ana hege a kano',3
1590,mapiya_fave,"sana kung ano yung alam mo, satin2 nalang. sana marunong kang itikom yang bibig mo minsan '",3
1591,imrzn1,"b""@badwoodgirl Ufffff.... Ek kamina/kamini aur unfollow ker gaya/gayi . . Don't worry, have a patience.""",2
1592,eyy_jer,onis bebe mo? alaws nga ehhh,2
1593,docregina2018,Yung nagnotes ka pero di mo mabasa!!! #IdolPHRegineV Yung totoo naiinggit ako gusto ko manuod. Hahaha,1
1594,catpusaaaaa,pinapabalik nyo pagiging eskandalosa ko e. tol wag moko susubukan',1.1
1595,boykinerika_,1,1
1596,ZONGSHENRX3S,"@ShkhRasheed PINDI BOY, WAKE UP'",2
1597,salonga_frances,Pafollowback naman crushieee Ano ba name mo? Hihi,2
1598,biyayuhhh,ang havey potaAAAaa kala ko edit nanaman nya si sharon eh,2
1599,elyshv_,HAHAHHAA BODO LA LAWAK GILA HAHAHAH',2.2
1600,noriellerellor1,#NewProfilePic ako nga pala si mapa. mapa sandal tulog agad,1
1601,inttROBERT,"@Michael_Zaplan oo, isla capul. gang ngayon wala ako nagegets kahit isang word lang sa salita nila. parang hindi sya variation ng bisaya o waray sksks'",1
1602,xshrwnxslzrx,ulul walang ganon.',2
1603,IlaganAya,gamit din po sana kayo tagline!! hehehehe #IdolPhilippines BoybandPH',2.2
1604,Serufuru,Alam mo ba na andaming nagkaka crush sayo HAHAHAHAHAHHAA',3
1605,Annemagandasexy,May bago na naman akong chick!!,3
1606,RubySuIIivan,-/ AHAHAHAHAHHA EXACTLY ',1
1607,burungtweety,Huwakakakakakakk........,1
1608,iamzelm,Real life Kung Fu panda?,2
1609,penaflorgrays,Break na talaga kayo? ewan?,2.2
1610,1,@donkissluna @donnypangilinan Ehh kaya pala a huy kung hindi movie aabot mga 3hours mga movie nila huyy hahha @donnypangilinan @KissesDelavin #RiseAgainDONKISS',1
1611,giannee_valdez,thankyou po ate!! pero di po ako sfor :( Godbless ',3
1612,DonkissTintin,"Baka naman gusto mo bigyan si Kirsten nito Donato, Echos lang... #RiseAgainDONKISS'",2.1
1613,lalaaab_,"b""me: mag-o-audition din sana 'ko sa Idol Philippines eh, kaso nagbago isip ko. kapatidcxzs: buti na lang. -impeyrnes, ang sUppOrtivE nilA hahahahahahahaha!!!""",2.1
1614,cyrinnaaa,"b""one of the best, u're beautiful and smart on ur own way and minsan di mo nakikita yun hayz hayz, g na g din 'to sa mga kalokohan ko in lyf kasi sya pasimuno HAHAHA, thankful akoo naging closee tayo yie, love u yung gong cha ko baka naman @gytzharylle """,3
1615,jaxoncasas,"@AyopJesca if mag premed ka Jes i suggest Pharma or Med Tech, pero mag Psych ko kay dili na ko gusto mohawa sa CMU'",1
1616,VictoriaBonnie,"b""Maya &amp;Masumi's dark waltz prin @YouTube @GlassMask""",3
1617,2multifangirl,"wala naman akong naramdaman na kakaiba seryoso hahahaha, ang bilis lagyan ng issue'",3
1618,MARSPROJECTMP3,MASAKI YODA -Electric World- #m zik #Japonya #bilgi',1
1619,AustriaHershey_,"masaya naman ako sa far, thanks g!!'",1
1620,Alden85914601,@twinkaalter Kuya akoo dinn p try haha',2.2
1621,Mafebatalon1,ka excite!!!',3
1622,itsmeeyseel,"balita ko pre, ang bitter mo daw? hahahahaha parang nung nakakaraan lang u are asking me to come back and sabi mo na gawin kitang rebound. kamusta ngayon? yabang mo naman'",2
1623,lhyalaylo_,aus hahahha',2
1624,dumbalienn,A liar once said: Hahaha ok na ko nalimutan ko na Yung nararamdaman ko para sakanya ',3
1625,annhyung_,"So, hindi mo na ako bespar ganon? Sino ka muna? sasabihin ko",3
1626,Annvitacion_,EAC manila ayaw mo? Edeps naman dun may eac naman dito bat pa ko lalayo diba,2
1627,mariajannaaa,tangina may pag ganon pa minalas tuloy',2.2
1628,baeruan_,"@angiengkikay S/o sa lahat ng nagbebents ng ice cream! Hindi raw kayo maganda joke but for real tho, u hella thicc '",2
1629,abhinavsharma0,@prakashshubh13 @iamsrk @emraanhashmi hahaha mar gya pappu wali bat p',3
1630,Expressingfeel8,H I R A P !',2.2
1631,ianortilano,"b""Ginigigil niyo 'ko. Hnng""",1.1
1632,giantkmg,Mweheheh',2.3
1633,littlemissb1022,"b""Wala naman nakakakilig sa knila. Same with Thea and Kim (Even though they're both single) Mgs trying hard magka LT. Ginagaya ang LouDre? Psh. (I'm not a fan of LD) but at least hindi pilit ang sakanila. """,2
1634,KaorhysNurse,@kaorhys_support @kaori_oinuma pano lang ako beh everytime na pabalik n ng abroad ',2
1635,Mk0007M,Noon walo k tufo ka chnd maheeny men yeh hal hny lga,2.1
1636,urfairyg,@heyyassi hoy sabi konang nand2 lang ako always 4 u!!!',3
1637,HighManShqip,E dini vet ka me ba tag,3
1638,Ailakhaan,@niazi226 heheheh ab aisa bara b nhi ',2
1639,CamilleAlonzo4,alam mo ba crush din kita HAHA sorry late hihi yan na @lxssrt',3.3
1640,angieajon21,":ito ung gavih na ramdam kuh na stress..,may P A S O K na naman kze bukaz...! '",1
1641,eunsoomina,@love_plainwater nooo if ure comfortable with that name its okay but i literally tenung je nama u macam eh kenapa nama ni cam lain sikit dari pagi tadi? ',2
1642,JaehanOgRegines,Bongga entrance ni Regine waaaaaa Im dead hahaha Queen Regine #IdolPHRegineV',2
1643,Lovelocket85,@DreamscapePH Bitin much! pero kaabang abang talaga. #HNKPagsilang Edward as Iking',2
1644,r_betita,"#HNKPagsilang 45 minutes ang Kambat, pero may mga commercials na yan. Next week uli'",1
1645,moirabuddies,""" IDOL KO SI MOIRA "" I FELT THAT #IdolPhilippines'",2
1646,Periwin47612076,@AkountPan Bhe kalimutan mo nalng na nagsabi ako ng kiskis sa kuko hahaha. Basta young at heart ako ngayon ng dahil sa #LouDre #MBwithLouDreBukasNa',3
1647,___edzzzzzk,Parang ang bilis. Ako lng ba? #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_',2
1648,kreyzisunshine,NW #IdolPhilippines tama sa smdc office nga sa chino roces ung audition venue nila. nadadaanan ko lagi pag umuuwi from work.',1
1649,OresamaBanchou,@amethystxmw @Barber_Edward_ @maymayentrata07 Nasa AL pa tayo nun. Syet. hahahha #HNKPagsilang Edward as Iking',5
1650,reallymargarett,AYAN NA OK HAHAHAHA Queen Regine #IdolPHRegineV',4
1651,appleofluke,@DreamscapePH Gwapong paniki! Hahaha #HNKPagsilang Edward as Iking',2
1652,loribee16,@DreamscapePH Ang sarap balatan ng buhay ni sandro #HNKPagsilang Edward as Iking',1.1
1653,heartheartjd,Kinakabahan ako! Kala mo mag-aaudition. JamesReid IdolPHPremiere #IdolPhilippines',2.1
1654,TitaGANDA_,oneweek tayong maghihintay ulit. di pa pwdeng daily na po? HAHAHA @DreamscapePH #HNKPagsilang | Edward as Iking @maymayentrata07 @Barber_Edward_,3.1
1655,EcUtTeL,"b""@AnaPadamong @Barber_Edward_ @maymayentrata07 Waaaah now ko lng 'to npanood..so noon p lng may imaginary anak n sila:))) #HNKPagsilang Edward as Iking""",1.1
1656,RenzielR,Kaway kaway sa mga Excited jan @VICEIONDefender @idolphilippines #IdolPhilippines #IdolPHJudgeVice',2.3
1657,lyrrehs27,PAGDATING SA KANTAHAN STRICT AKO NG KONTI ~ @reginevalcasid Queen Regine #IdolPHRegineV',4
1658,narsjd,@mwtrendsetter @Barber_Edward_ @maymayentrata07 Nakakabitin..tsk..pro maganda siya..galing ng production #HNKPagsilang Edward as Iking',5
1659,67Mariahelen,Naku....ang bilis lumipad ni baby iking #HNKPagsilang',1.2
1660,AnSocias,@OnealRhem @Jassile23 @Sitti09197635 @Xam49643571 @LagmanGeraldine @global_shaina @sunnysunday121 @louniebunny @shockaq2 @nuggetvanilla @bechay28 @notario_ruby @Beauty04764113 @GraceSeverino3 @nana_cheesecake @chikikayyyy @xy0811 @ofc_global @loudre_16 Haha pdalahan kita bhe pg ngk-farm n aq hahaha #MBwithLouDreBukasNa',2
1661,jessicaoili02,Ito magaling kumanta pero di maganda masyado boses Queen Regine will say yes kaya? #IdolPHRegineV',1
1662,souldierboi,Bakit hindi acapella yung audition sa #IdolPhilippines',3
1663,H0ELYVICEION,GANDA NI VICE MGA BESH @VICEIONDefender @idolphilippines #IdolPhilippines #IdolPHJudgeVice',2
1664,fuentes_jet,@thatotherself @neversa92448516 Huy si kinsa? Hahahahaha #MBwithLouDreBukasNa',4
1665,tampos_richel,@cashreen_ @DreamscapePH Sakim kasi si Zandro #HNKPagsilang Edward as Iking',3
1666,AnnskieJD,Magaling daw mag-english.. hahaha JamesReid IdolPHPremiere #IdolPhilippines',3.3
1667,curthari,Syempree support ko yung bebee ko james hehehee #IdolPhilippines #IdolPhJudgeVice',2
1668,NivelynI,Paasa kyo @DreamscapePH akala qo live kayo sa you tube huhuhuhuhu hintay na lng ba tlga kmi sa tfc nito mamaya #HNKPagsilang',1
1669,marldep29,Hahaha. ..Flyer ka nga Sissy advance makagawa ng kwento...mataba ang utak...ye ye ye! #HNKPagsilang Edward as Iking @Barber_Edward_ @maymayentrata07',2.1
1670,daybeforesunday,Ang cute naman mag-react ni james reid HAHAHAHHA anuba bb #IdolPhilippines',2
1671,marvveus,Bakit may minus one auditions??? Hahahaha #IdolPhilippines',2
1672,narsjd,Isang linggo pa hihintayin natin bago ang next episode.. #HNKPagsilang Edward as Iking',2
1673,Sword_of_LouDre,@MaryJoy74696530 @louyanong @itsdredesu gwapa man gud gihapon pero mas gwapa ka kung butangan nimog HT ang imong reply. @itsdredesu | @louyanong #MBwithLouDreBukasNa',2
1674,jasreignchubs,Wala sa mukha na sa knya galing yung boses kaloka. Queen Regine #IdolPHRegineV',1
1675,Rhans_19,@heybashers @AljonMendoza_ @msKarinaB Di Ba Talaga KarJon #EGGStraordinaryKARJON',1
1676,sharaaatotz,"Luhh, ito inaabangan ko eh, tpos siya agad una , ma download nga ung kanta. Hahaha #IdolPhilippines'",3
1677,lutherjohn_m,ang gwapo sobra ni James Reid #IdolPhilippines',3
1678,moiragallery,SOBRANG CUTE AT GANDANG JUDGE NAMAN YAN!! @moirarachelle4 #IdolPhilippines,3
1679,mwangel27,@mbchavez86 @maymayentrata07 @Barber_Edward_ @DreamscapePH Ganito po skin.. #HNKPagsilang Edward as Iking,2
1680,JakaRavalo,Makastress ang Idol ph',2
1681,ShaimaLovesSPB,Ang cute nito huh. #MagandangBuhay4LAYF',2.2
1682,iloveumayward,@DreamscapePH Mamaya pa kami SA TFC #HNKPagsilang Edward as lking',1
1683,iluvmayward1,Bitin di ba? Which is a good sign kc ibig sabihin ang ganda ganda. Super happy. #HNKPagsilang Edward as Iking @Barber_Edward_ @maymayentrata07',4
1684,_maywardlt_,@DreamscapePH @itsmeaehty Ang ganda po... kaya nakakabitin... hahaha #HNKPagsilang',5
1685,IrishTausa,Maka Goodvibes sa gabie #IdolPhilippines',2
1686,ariya40867436,Mga bigatin mga judges gosh! #IdolPhilippines',1
1687,aykonickeyoo,hi ulet #iKONxSundowninSG #iKON @YG_iKONIC',2.1
1688,_yasminesison,kYOT NG MGA BABY Q :-(( ',5
1689,humdinger_mayo,Ang pangit ng una. Pag pumasok to ewan ko ba. #IdolPhilippines',2
1690,viceycool,Hahaha patay kung patay ',2
1691,splndr_,peyborit show ko na to agad HAHAHA #IdolPhilippines',1
1692,nenelyn16,@jsamantha_ Baka mpunta ka sa mental haha #EGGStraordinaryKARJON',3
1693,jhoyquinnXXI,Luh!! Ginaya ung audition piece ni Scotty Mccrurry ng American Idol!! Ganyang ganyan ung boses ni Scoth eh.. #IdolPhilippines',2.2
1694,OnealRhem,@AnSocias @sunnysunday121 @Jassile23 @Sitti09197635 @Xam49643571 @LagmanGeraldine @global_shaina @louniebunny @shockaq2 @nuggetvanilla @bechay28 @notario_ruby @Beauty04764113 @GraceSeverino3 @nana_cheesecake @chikikayyyy @xy0811 @ofc_global @loudre_16 May farm ka ng pi a kasalanan muyan ahahahaha! #MBwithLouDreBukasNa',1.1
1695,Akwala_boni,Hahahaha ayee derr e reach?',2.1
1696,apstljke,natitiis mo na ako a hahaha ',3
1697,kyut_koOoOo,"b""Love mo ko? O' diba di mo masagot pampalipas oras mo lang kase ako.""",2
1698,_mncnrt,"@leahflrs @yumeeeh17 Diba sabi ko sayo itatag kita to naman ang oa, pinakita ko lang e HAHAH'",3
1699,SygfredM,"b""Ano height mo? 5'7 ata hahaha",3.1
1700,Trudi_Rose,Joaqu n Sorolla - Top 10 Works,1
1701,syahirahafiqahx,Hahahaha cute',2
1702,claaayd_,Tots naman sa Bloomberg Hahahaha pakiramdam ko dito naman yung LT tsaka chill lang na section (not in a bad way ahh? ) hahaha proud din ako sakanila super kahit iilan lang close ko dun haha syempre bukod sa senior namin kayo pa,3
1703,cessmushiiii,@shirikadeym16 @casuga_earl Tara kasi a HAHAHA',4
1704,laaaurnicole,k bai Suuuus HAHAHAHA,2
1705,laudecha,"hanap na ng gowns girls, let s go! '",1
1706,Funazsy,P imba',2.2
1707,cumlat_jane,@elizomething yieee HSHSSHSH OMYGOHSH BETTT!!! LUV U ',1
1708,itsamielreyes,mapanuod pala ulit my girlfriend is a gumiho HAHAHAH',2
1709,basangburgerrr,"Full na yung storage ng phone ko, sarap i-uninstall ng messenger la naman kasing kwenta yun HAHA'",3
1710,MaroliRajan,Dhanniabad aa p ko. ',2
1711,imvilms,@jolanvillalobos Magaling sa S*x? (SPG) 0.1 Hi Jolan? Hahaha. Ang cute ng mo actually yung skin color mo! Hihihi. Sana maging close tayo as friend. Thankk youuu. ',1.1
1712,jaaasxmine,"i overheard my mom saying kapag wala ako, di umiinom yan! ma, sorry ma! '",2.3
1713,zaxnyder,hehehe dumbass',3.2
1714,KingGaboy22,@2019bpasser @igorotforlife @johnmarccruzz Bwahhaha normal nga ung acting e',1.2
1715,khallelDgreat,"b""Baka isipin ng iba mayaman kami. Hindi po. You don't have to be rich to be able to help. Maliit na bagay man yan o malaki, still, it is an act of kindness. And sadyang mapagkawanggawa lang talaga yung ina ko. Sharing is caring ganon""",3
1716,minaaasrmnto,ISIPIN MO YUNG DI MO NA PINAPANSIN NGAYON NA KASAMA MO LAGI DIN SA MCDO DATI HAHSHSHSHSHAJ HOY WHY ARE YOU MAKING IT SOUND NA IM A BAD PERSON NA HUHU SINOOO BAAAA,4
1717,okaytelars,Nanginginig nako @whypochay',1
1718,neah19912,@Cass22_KC @LouiseR090612 @shyloveskisses Darling.artista n ako. Haha pasok sa kapehan @KissesDelavin #4DaysTillALifeFullofKISSES',2
1719,lemonturks1,@runjisoorun D ka nila marinig. Lakasan mo pa! Hahaha',2.2
1720,jeonreigne1023,@sherilynaustria @ClarizYoly @LoveRegineNate saan ba kasi nagtago yang ibon n yan hahaha Queen Regine #IdolPHRegineV',2
1721,kasmtoo,@kivlanju Wow. Hahaha. Panoorin ko yung kumakalat na leak tos i spoil kita',3
1722,Sad53959121,@imlolabashang Masyado namng masakit kaya I will let you go na',1
1723,kdeaglerock,"b""Sa totoo Lang, hanggang ikaw pa din. Kaso Wala e olats tlga yung ''tayo''""",3
1724,OrenseClarissa,hayyyYyy tangina ',4
1725,_rhylynnee,kaya tumigas mukha namen e tas tataka kayo bat ganon tanginang yan ge bahala na kayo',1
1726,ReignEut,Tangina sarap!!! ',4
1727,ItsmeHynnah24,Di sila magtatagumpay sis sa balak nilang pagsira sa dalawa may tiwala na sila sa isat isat baka may assurance na nga di lang natin alam.',5
1728,kendegreez,sana pati bingo din',5
