:			-	-	-	-	
Black	Dot	987	1526	0.4	0.106763385	0.089180775	
Black	Dot	988	1527	0.5	0.040187065	0.09380932	
Black	Dot	989	1528	0.505	0.087066434	0.27096018	
Black	Dot	990	1529	0.25	0.115902744	0.048421767	
Black	Dot	991	1530	0.4	0.21220091	0.15956953	
Black	Dot	992	1531	0.35	0.22170593	0.124839745	
Black	Dot	993	1533	0.55	0.8736864	0.31506717	
Black	Dot	994	1534	0.25	0.12400646	0.121406764	
Black	Dot	995	1535	0.35	0.15363175	0.51058865	
Black	Dot	996	1536	0.4	0.011569248	0.6415446	
Black	Dot	997	1537	0.31	0.3601617	0.37382427	
Black	Dot	998	1538	0.25	0.34410617	0.37363058	
Black	Dot	999	1539	0.25	0.07132076	0.07891101	
Black	Dot	1000	1542	0.35	0.2613514	0.24189958	
Black	Dot	1001	1546	0.3	0.22288848	0.1475311	
Black	Dot	1002	1547	0.55	0.08494326	0.2128972	
Black	Dot	1003	1548	0.35	0.0810366	0.08880657	
Black	Dot	1004	1550	0.45	0.49957755	0.15792595	
Black	Dot	1005	1551	0.25	0.1409576	0.09412225	
Black	Dot	1006	1552	0.4	0.08730334	0.024076663	
Black	Dot	1007	1554	0.35	0.08730334	0.15191594	
Black	Dot	1008	1558	0.35	0.04303506	0.27293238	
Black	Dot	1009	1559	0.255	0.16626477	0.1103254	
Black	Dot	1010	1560	0.65	0.9332384	0.09180438	
Black	Dot	1011	1562	0.45	0.06644317	0.17721249	
Black	Dot	1012	1564	0.25	0.11720122	0.61294585	
Black	Dot	1013	1566	0.35	0.079457305	0.12972377	
Black	Dot	1014	1568	0.4	0.09220601	0.22098641	
Black	Dot	1015	1572	0.25	0.047982126	0.06945581	
Black	Dot	1016	1573	0.25	0.11914968	0.06531472	
Black	Dot	1017	1574	0.35	0.1257619	0.08298143	
Black	Dot	1018	1576	0.5	0.120227814	0.15034184	
Black	Dot	1019	1578	0.25	0.05600485	0.23622356	
Black	Dot	1020	1580	0.3	0.14211334	0.20513958	
Black	Dot	1021	1581	0.6	0.15258242	0.054064255	
Black	Dot	1022	1582	0.405	0.068481565	0.06392586	
Black	Dot	1023	1583	0.25	0.015209151	0.020723455	
Black	Dot	1024	1584	0.4	0.19252308	0.10751175	
Black	Dot	1025	1585	0.5	0.76124513	0.19957875	
Black	Dot	1026	1587	0.25	0.1530374	0.1530374	
Black	Dot	1027	1590	0.35	0.50238204	0.34857652	
Black	Dot	1028	1593	0.2	0.06272048	0.32248905	
Black	Dot	1029	1594	0.255	0.19937181	0.49947128	
Black	Dot	1030	1596	0.3	0.23371027	0.2548699	
Black	Dot	1031	1597	0.3	0.27067417	0.3622392	
Black	Dot	1032	1600	0.2	0.09280093	0.20118392	
Black	Dot	1033	1601	0.2	0.14300399	0.14927	
Black	Dot	1034	1602	0.35	0.8028341	0.03206822	
Black	Dot	1035	1603	0.26	0.06500553	0.1546817	
Black	Dot	1036	1604	0.45	0.25804502	0.6079781	
Black	Dot	1037	1605	0.45	0.11529576	0.071832195	
Black	Dot	1038	1609	0.41	0.047691	0.07970642	
Black	Dot	1039	1611	0.3	0.071355045	0.11918343	
Black	Dot	1040	1612	0.255	0.38712284	0.12623696	
Black	Dot	1041	1613	0.305	0.040217515	0.048718676	
Black	Dot	1042	1614	0.3	0.21126767	0.6867344	
Black	Dot	1043	1615	0.25	0.16923738	0.13764188	
Black	Dot	1044	1616	0.3	0.17743254	0.16517508	
Black	Dot	1045	1617	0.4	0.18754792	0.07880642	
Black	Dot	1046	1619	0.15	0.009656524	0.025087219	
Black	Dot	1047	1622	0.45	0.66553557	0.46589994	
Black	Dot	1048	1624	0.45	0.3667044	0.08309328	
Black	Dot	1049	1625	0.3	0.11753939	0.27885818	
Black	Dot	1050	1627	0.51	0.90813	0.07788975	
Black	Dot	1051	1630	0.21	0.08099897	0.2545195	
Black	Dot	1052	1631	0.205	0.03822016	0.13421494	
Black	Dot	1053	1633	0.25	0.36490175	0.37146127	
Black	Dot	1054	1635	0.305	0.035722584	0.12253192	
Black	Dot	1055	1643	0.3	0.073211804	0.49348688	
Black	Dot	1056	1644	0.25	0.09142829	0.12355362	
Black	Dot	1057	1645	0.3	0.041938696	0.14173909	
Black	Dot	1058	1646	0.35	0.12119973	0.16596171	
Black	Dot	1059	1647	0.3	0.021283982	0.105437994	
Black	Dot	1060	1648	0.25	0.060483906	0.1079507	
Black	Dot	1061	1650	0.4	0.20613807	0.27458152	
Black	Dot	1062	1652	0.255	0.6859132	0.32912844	
Black	Dot	1063	1653	0.305	0.12265586	0.3325928	
Black	Dot	1064	1654	0.355	0.090440154	0.32971594	
Black	Dot	1065	1656	0.315	0.066770926	0.42349035	
Black	Dot	1066	1659	0.26	0.1681463	0.06788626	
Black	Dot	1067	1660	0.3	0.064851806	0.3597849	
Black	Dot	1068	1661	0.35	0.12410774	0.21232133	
Black	Dot	1069	1662	0.45	0.11945916	0.20003113	
Black	Dot	1070	1663	0.3	0.2582334	0.46589994	
Black	Dot	1071	1665	0.35	0.5129554	0.32185957	
Black	Dot	1072	1669	0.305	0.9482129	0.92703164	
Black	Dot	1073	1671	0.3	0.277304	0.30146497	
Black	Dot	1074	1672	0.3	0.051301565	0.074011944	
Black	Dot	1075	1674	0.25	0.5328448	0.2398716	
Black	Dot	1076	1676	0.35	0.30801818	0.17227302	
Black	Dot	1077	1677	0.35	0.025224227	0.16860408	
Black	Dot	1078	1679	0.3	0.042550407	0.25849888	
Black	Dot	1079	1680	0.35	0.07178683	0.11483469	
Black	Dot	1080	1681	0.31	0.03153521	0.072504856	
Black	Dot	1081	1682	0.25	0.09905641	0.10516072	
Black	Dot	1082	1683	0.4	0.020415654	0.13781519	
Black	Dot	1083	1684	0.45	0.10893094	0.75112975	
Black	Dot	1084	1686	0.25	0.036536686	0.5060906	
Black	Dot	1085	1689	0.45	0.32129973	0.66615945	
Black	Dot	1086	1691	0.25	0.06710181	0.2263336	
Black	Dot	1087	1692	0.5	0.7143426	0.3132597	
Black	Dot	1088	1693	0.36	0.37137824	0.23091048	
Black	Dot	1089	1694	0.255	0.064851806	0.28096864	
Black	Dot	1090	1696	0.45	0.21078157	0.04526244	
Black	Dot	1091	1697	0.45	0.17074654	0.087235905	
Black	Dot	1092	1699	0.305	0.121897995	0.11754033	
Black	Dot	1093	1700	0.2	0.035505846	0.22350715	
Black	Dot	1094	1701	0.25	0.06611903	0.030955866	
Black	Dot	1095	1705	0.25	0.12258115	0.21759073	
Black	Dot	1096	1706	0.36	0.20147713	0.27368993	
Black	Dot	1097	1708	0.3	0.5358818	0.7143426	
Black	Dot	1098	1709	0.35	0.0747523	0.093046136	
Black	Dot	1099	1711	0.255	0.7143426	0.5316071	
Black	Dot	1100	1712	0.365	0.37843937	0.10633494	
Black	Dot	1101	1713	0.46	0.933391	0.89005864	
Black	Dot	1102	1715	0.35	0.05173597	0.055330317	
Black	Dot	1103	1716	0.5	0.23520847	0.21917874	
Black	Dot	1104	1717	0.25	0.02495738	0.279853	
Black	Dot	1105	1718	0.3	0.048020463	0.113495424	
Black	Dot	1106	1719	0.31	0.40760073	0.3019626	
Black	Dot	1107	1720	0.3	0.1760288	0.1474865	
Black	Dot	1108	1721	0.4	0.24056926	0.16468644	
Black	Dot	1109	1722	0.3	0.22727357	0.18864727	
Black	Dot	1110	1727	0.5	0.09629383	0.115469836	
Black	Dot	1111	1729	0.4	0.32164624	0.19730969	
Black	Dot	1112	1730	0.205	0.05977461	0.09336525	
Black	Dot	1113	1731	0.25	0.047778636	0.13868497	
Black	Dot	1114	1732	0.1	0.0642044	0.09672358	
Black	Dot	1115	1733	0.25	0.15098181	0.24065216	
Black	Dot	1116	1734	0.305	0.16210943	0.06846952	
Black	Dot	1117	1735	0.55	0.08730334	0.29833022	
Black	Dot	1118	1736	0.37	0.07152453	0.18065777	
Black	Dot	1119	1737	0.4	0.07060686	0.11992221	
Black	Dot	1120	1738	0.265	0.24719608	0.3780878	
Black	Dot	1121	1739	0.455	0.06211579	0.06328069	
Black	Dot	1122	1740	0.355	0.63216317	0.44957253	
Black	Dot	1123	1741	0.315	0.48507538	0.3216824	
Black	Dot	1124	1745	0.45	0.54790086	0.61489457	
Black	Dot	1125	1746	0.155	0.028059706	0.021714332	
Black	Dot	1126	1747	0.4	0.21335688	0.43407887	
Black	Dot	1127	1749	0.95	0.986102	0.07454819	
Black	Dot	1128	1751	0.205	0.04707917	0.061272256	
Black	Dot	1129	1752	0.305	0.21004464	0.5271542	
Black	Dot	1130	1753	0.405	0.09197103	0.38534635	
Black	Dot	1131	1754	0.45	0.28128782	0.06500065	
Black	Dot	1132	1758	0.305	0.1220003	0.020114506	
Black	Dot	1133	1759	0.265	0.06813691	0.17640623	
Black	Dot	1134	1760	0.42	0.28223312	0.24633738	
Black	Dot	1135	1761	0.3	0.08940965	0.24006252	
Black	Dot	1136	1762	0.35	0.38860273	0.20034392	
Black	Dot	1137	1763	0.405	0.20562	0.1345974	
Black	Dot	1138	1764	0.35	0.07026146	0.09450739	
Black	Dot	1139	1766	0.45	0.22602633	0.14044473	
Black	Dot	1140	1769	0.255	0.033109892	0.03840524	
Black	Dot	1141	1772	0.26	0.116499886	0.16494212	
Black	Dot	1142	1773	0.25	0.18736118	0.12811525	
Black	Dot	1143	1774	0.3	0.010866936	0.09141024	
Black	Dot	1144	1775	0.35	0.12445801	0.22291945	
Black	Dot	1145	1776	0.3	0.08493982	0.043709997	
Black	Dot	1146	1777	0.5	0.05143368	0.112350285	
Black	Dot	1147	1778	0.35	0.08110085	0.12203523	
Black	Dot	1148	1779	0.3	0.20147713	0.20147713	
Black	Dot	1149	1781	0.5	0.072054334	0.06499436	
Black	Dot	1150	1782	0.3	0.83203053	0.65225124	
Black	Dot	1151	1785	0.3	0.09530198	0.07749319	
Black	Dot	1152	1786	0.41	0.051930208	0.043707985	
Black	Dot	1153	1787	0.35	0.23348254	0.3478571	
Black	Dot	1154	1788	0.4	0.098303996	0.09527205	
Black	Dot	1155	1789	0.25	0.08730334	0.059412777	
Black	Dot	1156	1791	0.255	0.041419704	0.030837081	
Black	Dot	1157	1792	0.8	0.91375494	0.44029135	
Black	Dot	1158	1793	0.45	0.9658244	0.8941358	
Black	Dot	1159	1794	0.25	0.10767976	0.10767976	
Black	Dot	1160	1795	0.205	0.025726838	0.06082977	
Black	Dot	1161	1796	0.95	0.92703164	0.9156073	
Black	Dot	1162	1797	0.3	0.46589994	0.2500275	
Black	Dot	1163	1799	0.605	0.8839944	0.22122918	
Black	Dot	1164	1800	0.35	0.17529821	0.1584677	
Black	Dot	1165	1801	0.3	0.12409677	0.09486994	
Black	Dot	1166	1803	0.3	0.10247641	0.0504337	
Black	Dot	1167	1804	0.45	0.296007	0.16140704	
Black	Dot	1168	1806	0.4	0.0651224	0.039729476	
Black	Dot	1169	1807	0.255	0.12315924	0.1466238	
Black	Dot	1170	1808	0.305	0.071559556	0.3219233	
Black	Dot	1171	1811	0.3	0.15974922	0.07697264	
Black	Dot	1172	1812	0.31	0.29634655	0.43050146	
Black	Dot	1173	1813	0.15	0.06721237	0.020541454	
Black	Dot	1174	1815	0.3	0.07176149	0.08883255	
Black	Dot	1175	1817	0.25	0.069593444	0.07200351	
Black	Dot	1176	1818	0.2	0.316483	0.22800072	
Black	Dot	1177	1819	0.51	0.83785176	0.17163013	
Black	Dot	1178	1820	0.26	0.025288472	0.04677899	
Black	Dot	1179	1821	0.3	0.23275982	0.61819154	
Black	Dot	1180	1823	0.55	0.22472553	0.22186437	
Black	Dot	1181	1824	0.4	0.051384483	0.043974992	
Black	Dot	1182	1825	0.35	0.12400513	0.21831726	
Black	Dot	1183	1827	0.35	0.2686204	0.17462207	
Black	Dot	1184	1828	0.5	0.83785176	0.842074	
Black	Dot	1185	1829	0.25	0.10651109	0.13756609	
Black	Dot	1186	1830	0.26	0.0892353	0.12428641	
Black	Dot	1187	1831	0.615	0.63866794	0.53248316	
Black	Dot	1188	1832	0.3	0.05622934	0.056229364	
Black	Dot	1189	1833	0.31	0.07430682	0.10957057	
Black	Dot	1190	1834	0.25	0.20336767	0.24434344	
Black	Dot	1191	1835	0.26	0.080931716	0.161433	
Black	Dot	1192	1836	0.31	0.11407246	0.2295475	
Black	Dot	1193	1838	0.315	0.14881925	0.11686738	
Black	Dot	1194	1840	0.4	0.06885709	0.13453388	
Black	Dot	1195	1841	0.4	0.084854856	0.08773155	
Black	Dot	1196	1843	0.25	0.025241101	0.04697797	
Black	Dot	1197	1844	0.255	0.32283506	0.54618543	
Black	Dot	1198	1846	0.3	0.101981916	0.054903142	
Black	Dot	1199	1847	0.25	0.02421983	0.08567274	
Black	Dot	1200	1848	0.26	0.06491364	0.18243948	
Black	Dot	1201	1849	0.2	0.035475995	0.10367983	
Black	Dot	1202	1850	0.355	0.04864476	0.12238395	
Black	Dot	1203	1851	0.4	0.37799552	0.31334767	
Black	Dot	1204	1853	0.3	0.0694096	0.12983105	
Black	Dot	1205	1854	0.3	0.027333211	0.06402646	
Black	Dot	1206	1858	0.2	0.22984232	0.36948752	
Black	Dot	1207	1859	0.2	0.045907155	0.11806935	
Black	Dot	1208	1860	0.27	0.21736962	0.27919185	
Black	Dot	1209	1861	0.2	0.3747937	0.23905121	
Black	Dot	1210	1863	0.25	0.22760467	0.2820977	
Black	Dot	1211	1865	0.205	0.13908508	0.28229874	
Black	Dot	1212	1866	0.2	0.05396675	0.08484828	
Black	Dot	1213	1867	0.26	0.1281917	0.2548941	
Black	Dot	1214	1868	0.305	0.10717253	0.08746489	
Black	Dot	1215	1869	0.2	0.03408317	0.07755017	
Black	Dot	1216	1870	0.35	0.057392053	0.47698244	
Black	Dot	1217	1871	0.4	0.2058674	0.10735262	
Black	Dot	1218	1873	0.35	0.048761778	0.10192998	
Black	Dot	1219	1874	0.2	0.07888867	0.12259688	
Black	Dot	1220	1876	0.26	0.21602495	0.22551264	
Black	Dot	1221	1877	0.4	0.2053542	0.22830631	
Black	Dot	1222	1878	0.255	0.037678927	0.074983366	
Black	Dot	1223	1879	0.25	0.04567477	0.06537799	
Black	Dot	1224	1880	0.255	0.08722406	0.2061916	
Black	Dot	1225	1881	0.255	0.0656109	0.14410077	
Black	Dot	1226	1882	0.355	0.11066359	0.12449524	
Black	Dot	1227	1884	0.31	0.116641566	0.18743782	
Black	Dot	1228	1885	0.45	0.051363654	0.24968904	
Black	Dot	1229	1886	0.25	0.11649872	0.11616695	
Black	Dot	1230	1887	0.25	0.22848822	0.24467772	
Black	Dot	1231	1889	0.205	0.048565388	0.20326272	
Black	Dot	1232	1890	0.41	0.4821839	0.0672459	
Black	Dot	1233	1891	0.315	0.2956207	0.30521333	
Black	Dot	1234	1893	0.35	0.1853195	0.22529374	
Black	Dot	1235	1894	0.3	0.1853195	0.22529374	
Black	Dot	1236	1895	0.26	0.1223048	0.2793753	
Black	Dot	1237	1896	0.305	0.064101376	0.12120453	
Black	Dot	1238	1897	0.35	0.24351697	0.13559057	
Black	Dot	1239	1898	0.26	0.22738662	0.29388794	
Black	Dot	1240	1899	0.3	0.04999865	0.0846683	
Black	Dot	1241	1902	0.2	0.07218563	0.06423089	
Black	Dot	1242	1904	0.26	0.10777147	0.31359592	
Black	Dot	1243	1907	0.2	0.61917746	0.28045002	
Black	Dot	1244	1910	0.365	0.17566061	0.33768812	
Black	Dot	1245	1911	0.31	0.117157616	0.26212624	
Black	Dot	1246	1912	0.2	0.050668385	0.21014303	
Black	Dot	1247	1913	0.16	0.1719632	0.098587126	
Black	Dot	1248	1914	0.3	0.091433175	0.13396713	
Black	Dot	1249	1916	0.3	0.07785609	0.06795224	
Black	Dot	1250	1918	0.4	0.026102835	0.37881187	
Black	Dot	1251	1919	0.45	0.0898776	0.12409915	
Black	Dot	1252	1920	0.31	0.2360508	0.20591013	
Black	Dot	1253	1921	0.255	0.25221145	0.20653965	
Black	Dot	1254	1922	0.3	0.07508759	0.19211642	
Black	Dot	1255	1923	0.3	0.13522919	0.35275906	
Black	Dot	1256	1924	0.2	0.012804568	0.123880155	
Black	Dot	1257	1925	0.25	0.15364799	0.27601117	
Black	Dot	1258	1927	0.4	0.6107333	0.66553557	
Black	Dot	1259	1929	0.35	0.20298675	0.11057099	
Black	Dot	1260	1930	0.25	0.06328025	0.24263242	
Black	Dot	1261	1931	0.4	0.059428185	0.17048146	
Black	Dot	1262	1932	0.26	0.027210215	0.09609264	
Black	Dot	1263	1935	0.255	0.10023438	0.18544765	
Black	Dot	1264	1940	0.3	0.10237807	0.3140739	
Black	Dot	1265	1942	0.3	0.067384504	0.17555958	
Black	Dot	1266	1944	0.3	0.21329074	0.20534816	
Black	Dot	1267	1945	0.35	0.38508326	0.6519473	
Black	Dot	1268	1947	0.255	0.24515663	0.438108	
Black	Dot	1269	1948	0.3	0.19936545	0.22903684	
Black	Dot	1270	1949	0.4	0.026703745	0.064253606	
Black	Dot	1271	1950	0.55	0.07354026	0.37542966	
Black	Dot	1272	1951	0.205	0.065073214	0.102971956	
Black	Dot	1273	1952	0.3	0.042230465	0.21008947	
Black	Dot	1274	1955	0.4	0.064939946	0.1391281	
Black	Dot	1275	1956	0.4	0.11616327	0.25839505	
Black	Dot	1276	1957	0.155	0.12169868	0.19447182	
Black	Dot	1277	1958	0.25	0.020051915	0.12274235	
Black	Dot	1278	1959	0.3	0.053888742	0.15497953	
Black	Dot	1279	1960	0.35	0.04193416	0.11782961	
Black	Dot	1280	1961	0.35	0.10237805	0.17802377	
Black	Dot	1281	1962	0.3	0.091433175	0.15228795	
Black	Dot	1282	1963	0.255	0.12032908	0.37434885	
Black	Dot	1283	1965	0.3	0.27840623	0.42624566	
Black	Dot	1284	1966	0.255	0.321405	0.3598437	
Black	Dot	1285	1967	0.265	0.0441589	0.12576088	
Black	Dot	1286	1968	0.2	0.22838129	0.2302986	
Black	Dot	1287	1969	0.25	0.21153194	0.14994437	
Black	Dot	1288	1970	0.3	0.16885099	0.11972195	
Black	Dot	1289	1972	0.2	0.071323164	0.122425824	
Black	Dot	1290	1973	0.4	0.085814595	0.21812434	
Black	Dot	1291	1974	0.2	0.09761947	0.2688591	
Black	Dot	1292	1975	0.3	0.11209334	0.10473009	
Black	Dot	1293	1977	0.26	0.036567338	0.10369071	
Black	Dot	1294	1978	0.35	0.089684635	0.18079406	
Black	Dot	1295	1979	0.3	0.086036116	0.26647705	
Black	Dot	1296	1980	0.2	0.12738454	0.19813089	
Black	Dot	1297	1981	0.25	0.10282492	0.83182734	
Black	Dot	1298	1982	0.4	0.2601536	0.3583999	
Black	Dot	1299	1983	0.45	0.26595798	0.29114595	
Black	Dot	1300	1985	0.3	0.20933229	0.32248855	
Black	Dot	1301	1987	0.25	0.32590255	0.27826512	
Black	Dot	1302	1988	0.4	0.07468704	0.12124987	
Black	Dot	1303	1990	0.35	0.013597568	0.014472613	
Black	Dot	1304	1991	0.35	0.061683863	0.16431361	
Black	Dot	1305	1996	0.3	0.07184356	0.18215932	
Black	Dot	1306	1997	0.25	0.17831105	0.17961209	
Black	Dot	1307	1998	0.3	0.06979671	0.1256216	
Black	Dot	1308	1999	0.35	0.2829471	0.16996053	
Black	Dot	1309	2000	0.35	0.08727956	0.16291507	
Black	Dot	1310	2001	0.205	0.46589994	0.39471585	
Black	Dot	1311	2002	0.255	0.029397104	0.27241042	
Black	Dot	1312	2003	0.205	0.033171415	0.08540652	
Black	Dot	1313	2006	0.4	0.070665054	0.24940535	
Black	Dot	1314	2007	0.2	0.13774048	0.09690901	
Black	Dot	1315	2008	0.2	0.25410572	0.21489584	
Black	Dot	1316	2010	0.2	0.15552275	0.12103903	
Black	Dot	1317	2011	0.2	0.21455473	0.18292117	
Black	Dot	1318	2012	0.26	0.026199494	0.2774497	
Black	Dot	1319	2013	0.35	0.17053586	0.46589994	
Black	Dot	1320	2014	0.26	0.14503925	0.304305	
Black	Dot	1321	2015	0.32	0.12333456	0.09412425	
Black	Dot	1322	2016	0.2	0.06619452	0.12207066	
Black	Dot	1323	2017	0.25	0.06002	0.37944278	
Black	Dot	1324	2018	0.3	0.18645735	0.16098838	
Black	Dot	1325	2019	0.25	0.03361182	0.08983211	
Black	Dot	1326	2020	0.2	0.120312825	0.31393254	
Black	Dot	1327	2021	0.25	0.05180877	0.08762284	
Black	Dot	1328	2023	0.3	0.06722676	0.049023423	
Black	Dot	1329	2024	0.4	0.074079335	0.2746215	
Black	Dot	1330	2026	0.3	0.029960385	0.09799022	
Black	Dot	1331	2027	0.26	0.12866388	0.27963766	
Black	Dot	1332	2029	0.255	0.114219196	0.2803322	
Black	Dot	1333	2030	0.27	0.3823049	0.2791257	
Black	Dot	1334	2032	0.45	0.12152772	0.119215816	
Black	Dot	1335	2033	0.26	0.46589994	0.12955874	
Black	Dot	1336	2034	0.355	0.9112296	0.6145268	
Black	Dot	1337	2037	0.26	0.30710626	0.20387483	
Black	Dot	1338	2038	0.2	0.17345414	0.22351667	
Black	Dot	1339	2040	0.3	0.0929708	0.6231904	
Black	Dot	1340	2041	0.25	0.07464673	0.05703484	
Black	Dot	1341	2042	0.2	0.22467192	0.2557877	
Black	Dot	1342	2043	0.205	0.27449155	0.36145544	
Black	Dot	1343	2044	0.25	0.25933763	0.11667422	
Black	Dot	1344	2046	0.25	0.08351626	0.17140874	
Black	Dot	1345	2049	0.2	0.12330829	0.28628173	
Black	Dot	1346	2054	0.2	0.41525045	0.22980274	
Black	Dot	1347	2058	0.35	0.052761115	0.15647647	
Black	Dot	1348	2061	0.205	0.054963224	0.32131353	
Black	Dot	1349	2063	0.26	0.18697676	0.18799478	
Black	Dot	1350	2064	0.42	0.3220302	0.31467253	
Black	Dot	1351	2065	0.2	0.07375377	0.26034766	
Black	Dot	1352	2066	0.26	0.26835248	0.36248928	
Black	Dot	1353	2068	0.3	0.09114024	0.3757479	
Black	Dot	1354	2069	0.2	0.07225333	0.08505916	
Black	Dot	1355	2070	0.4	0.23563233	0.22641848	
Black	Dot	1356	2072	0.4	0.5052662	0.43807364	
Black	Dot	1357	2073	0.26	0.23870552	0.4893722	
Black	Dot	1358	2074	0.255	0.038817707	0.19706084	
Black	Dot	1359	2075	0.315	0.11655046	0.25564936	
Black	Dot	1360	2078	0.25	0.61876523	0.68834144	
Black	Dot	1361	2081	0.355	0.08730334	0.6519473	
Black	Dot	1362	2082	0.25	0.05837492	0.17293294	
Black	Dot	1363	2083	0.3	0.1323479	0.13350397	
Black	Dot	1364	2084	0.4	0.08843411	0.059057653	
Black	Dot	1365	2085	0.2	0.18960597	0.07058543	
Black	Dot	1366	2086	0.3	0.19927005	0.24560603	
Black	Dot	1367	2087	0.3	0.06936653	0.118567355	
Black	Dot	1368	2088	0.37	0.101270415	0.2644634	
Black	Dot	1369	2089	0.25	0.13853936	0.124576494	
Black	Dot	1370	2090	0.2	0.27353474	0.4298641	
Black	Dot	1371	2091	0.25	0.085076205	0.32218775	
Black	Dot	1372	2092	0.3	0.32114723	0.38391227	
Black	Dot	1373	2093	0.26	0.15890943	0.28296992	
Black	Dot	1374	2094	0.4	0.21836577	0.18255815	
Black	Dot	1375	2095	0.25	0.018444827	0.1150521	
Black	Dot	1376	2096	0.205	0.05236047	0.3525156	
Black	Dot	1377	2097	0.35	0.06525989	0.120053925	
Black	Dot	1378	2098	0.55	0.116222754	0.14601164	
Black	Dot	1379	2103	0.3	0.19942316	0.24013984	
Black	Dot	1380	2104	0.35	0.3224049	0.42636135	
Black	Dot	1381	2105	0.25	0.08341386	0.11421394	
Black	Dot	1382	2106	0.2	0.06930585	0.23223573	
Black	Dot	1383	2107	0.25	0.117881544	0.14557844	
Black	Dot	1384	2108	0.3	0.09876965	0.07239784	
Black	Dot	1385	2111	0.4	0.043220755	0.06755891	
Black	Dot	1386	2112	0.26	0.48628518	0.5324019	
Black	Dot	1387	2114	0.31	0.28039247	0.17648785	
Black	Dot	1388	2116	0.3	0.10891897	0.09757066	
Black	Dot	1389	2117	0.15	0.020879382	0.06598163	
Black	Dot	1390	2119	0.3	0.07391313	0.356615	
Black	Dot	1391	2120	0.315	0.056628518	0.24708329	
Black	Dot	1392	2121	0.31	0.05477879	0.25279763	
Black	Dot	1393	2123	0.2	0.056039408	0.28262347	
Black	Dot	1394	2128	0.305	0.09239658	0.3740485	
Black	Dot	1395	2130	0.2	0.10994045	0.10489971	
Black	Dot	1396	2131	0.3	0.4883505	0.6180188	
Black	Dot	1397	2134	0.35	0.19030868	0.08594465	
Black	Dot	1398	2135	0.25	0.07460514	0.45320958	
Black	Dot	1399	2136	0.2	0.07388089	0.19161552	
Black	Dot	1400	2138	0.25	0.084898844	0.07918381	
Black	Dot	1401	2139	0.26	0.1811419	0.2170432	
Black	Dot	1402	2140	0.3	0.35184303	0.26608843	
Black	Dot	1403	2141	0.26	0.08608504	0.24258767	
Black	Dot	1404	2142	0.205	0.008725525	0.20875157	
Black	Dot	1405	2143	0.3	0.023897376	0.048529442	
Black	Dot	1406	2144	0.205	0.2015536	0.29659003	
Black	Dot	1407	2147	0.25	0.04767765	0.23014061	
Black	Dot	1408	2148	0.9	0.96509165	0.1345974	
Black	Dot	1409	2149	0.35	0.24064016	0.3913274	
Black	Dot	1410	2151	0.4	0.5714489	0.46589994	
Black	Dot	1411	2152	0.5	0.089563906	0.1418042	
Black	Dot	1412	2155	0.25	0.32274804	0.46589994	
Black	Dot	1413	2157	0.35	0.15222195	0.04718548	
Black	Dot	1414	2158	0.205	0.18749122	0.21027835	
Black	Dot	1415	2160	0.4	0.22324261	0.17435394	
Black	Dot	1416	2161	0.3	0.4827752	0.5130144	
Black	Dot	1417	2163	0.3	0.13851485	0.161407	
Black	Dot	1418	2165	0.31	0.18399426	0.12154764	
Black	Dot	1419	2166	0.205	0.03371052	0.18537049	
Black	Dot	1420	2167	0.15	0.069077976	0.084292464	
Black	Dot	1421	2168	0.35	0.120482646	0.14121358	
Black	Dot	1422	2172	0.3	0.11545982	0.24381007	
Black	Dot	1423	2173	0.205	0.11704078	0.106138214	
Black	Dot	1424	2174	0.4	0.16620924	0.34926713	
Black	Dot	1425	2175	0.25	0.4369437	0.43301073	
Black	Dot	1426	2176	0.305	0.18702364	0.19306414	
Black	Dot	1427	2177	0.31	0.14867117	0.19720596	
Black	Dot	1428	2178	0.365	0.22999716	0.08096002	
Black	Dot	1429	2179	0.305	0.108974956	0.14695875	
Black	Dot	1430	2180	0.2	0.048947014	0.06851752	
Black	Dot	1431	2182	0.35	0.06959634	0.21010195	
Black	Dot	1432	2183	0.2	0.041902058	0.08874398	
Black	Dot	1433	2184	0.26	0.11518122	0.20422617	
Black	Dot	1434	2185	0.25	0.052906208	0.30760953	
Black	Dot	1435	2186	0.35	0.051852968	0.1224326	
Black	Dot	1436	2187	0.3	0.09832235	0.1267403	
Black	Dot	1437	2188	0.205	0.14585158	0.25360587	
Black	Dot	1438	2189	0.26	0.20599337	0.23139241	
Black	Dot	1439	2190	0.45	0.93635553	0.28292587	
Black	Dot	1440	2192	0.415	0.3212831	0.0732782	
Black	Dot	1441	2196	0.3	0.06932463	0.09879782	
Black	Dot	1442	2199	0.25	0.22517763	0.43788156	
Black	Dot	1443	2200	0.35	0.17132151	0.26444447	
Black	Dot	1444	2202	0.3	0.027860682	0.048971	
Black	Dot	1445	2203	0.35	0.060233984	0.29009974	
Black	Dot	1446	2204	0.26	0.3214381	0.29063734	
Black	Dot	1447	2205	0.15	0.15383963	0.08907165	
Black	Dot	1448	2207	0.315	0.07684156	0.069564685	
Black	Dot	1449	2209	0.315	0.22942424	0.05520996	
Black	Dot	1450	2210	0.25	0.03810575	0.08868226	
Black	Dot	1451	2211	0.15	0.08289315	0.29629427	
Black	Dot	1452	2212	0.26	0.22821698	0.18421556	
Black	Dot	1453	2213	0.35	0.05238357	0.19303809	
