:			-	-	-	-	
Black	Dot	994	994	0.5	0.11851107	0.38148893	
Black	Dot	995	995	0.355	0.45011175	-0.09511175	
Black	Dot	996	996	0.3	0.03143918	0.26856082	
Black	Dot	997	997	0.4	0.08730334	0.31269666	
Black	Dot	998	998	0.255	0.07058045	0.18441955	
Black	Dot	999	999	0.35	0.17805961	0.17194039	
Black	Dot	1000	1000	0.2	0.08134405	0.11865595	
Black	Dot	1001	1001	0.35	0.0660771	0.2839229	
Black	Dot	1002	1002	0.365	0.40006554	-0.03506554	
Black	Dot	1003	1003	0.4	0.08730334	0.31269666	
Black	Dot	1004	1004	0.21	0.06529706	0.14470294	
Black	Dot	1005	1005	0.21	0.06611903	0.14388097	
Black	Dot	1006	1006	0.42	0.07087813	0.34912187	
Black	Dot	1007	1007	0.3	0.24205373	0.05794627	
Black	Dot	1008	1008	0.2	0.08730334	0.11269666	
Black	Dot	1009	1009	0.25	0.13866629	0.11133371	
Black	Dot	1010	1010	0.21	0.31896117	-0.10896117	
Black	Dot	1011	1011	0.35	0.31005797	0.03994203	
Black	Dot	1012	1012	0.35	0.086592704	0.263407296	
Black	Dot	1013	1013	0.2	0.06721617	0.13278383	
Black	Dot	1014	1014	0.3	0.03875462	0.26124538	
Black	Dot	1015	1015	0.265	0.2778771	-0.0128771	
Black	Dot	1016	1016	0.3	0.024115423	0.275884577	
Black	Dot	1017	1017	0.25	0.059962243	0.190037757	
Black	Dot	1018	1018	0.615	0.77151203	-0.15651203	
Black	Dot	1019	1019	0.25	0.50223607	-0.25223607	
Black	Dot	1020	1020	0.2	0.03695752	0.16304248	
Black	Dot	1021	1021	0.155	0.024922833	0.130077167	
Black	Dot	1022	1022	0.26	0.071525924	0.188474076	
Black	Dot	1023	1023	0.4	0.08283758	0.31716242	
Black	Dot	1024	1024	0.205	0.28725293	-0.08225293	
Black	Dot	1025	1025	0.255	0.03324107	0.22175893	
Black	Dot	1026	1026	0.315	0.23073149	0.08426851	
Black	Dot	1027	1027	0.25	0.14036629	0.10963371	
Black	Dot	1028	1028	0.4	0.8377741	-0.4377741	
Black	Dot	1029	1029	0.15	0.040954564	0.109045436	
Black	Dot	1030	1030	0.32	0.046171237	0.273828763	
Black	Dot	1031	1031	0.3	0.1787758	0.1212242	
Black	Dot	1032	1032	0.4	0.124108225	0.275891775	
Black	Dot	1033	1033	0.305	0.09487452	0.21012548	
Black	Dot	1034	1034	0.4	0.08730334	0.31269666	
Black	Dot	1035	1035	0.355	0.033971712	0.321028288	
Black	Dot	1036	1036	0.25	0.17874113	0.07125887	
Black	Dot	1037	1037	0.5	0.56780624	-0.06780624	
Black	Dot	1038	1038	0.305	0.46589994	-0.16089994	
Black	Dot	1039	1039	0.3	0.4421993	-0.1421993	
Black	Dot	1040	1040	0.455	0.17496154	0.28003846	
Black	Dot	1041	1041	0.25	0.5029884	-0.2529884	
Black	Dot	1042	1042	0.35	0.08730334	0.26269666	
Black	Dot	1043	1043	0.465	0.92703164	-0.46203164	
Black	Dot	1044	1044	0.3	0.09739823	0.20260177	
Black	Dot	1045	1045	0.25	0.06725931	0.18274069	
Black	Dot	1046	1046	0.55	0.76644164	-0.21644164	
Black	Dot	1047	1047	0.205	0.30677935	-0.10177935	
Black	Dot	1048	1048	0.3	0.051384483	0.248615517	
Black	Dot	1049	1049	0.35	0.047189947	0.302810053	
Black	Dot	1050	1050	0.305	0.13489929	0.17010071	
Black	Dot	1051	1051	0.2	0.121062756	0.078937244	
Black	Dot	1052	1052	0.35	0.07190872	0.27809128	
Black	Dot	1053	1053	0.25	0.09731194	0.15268806	
Black	Dot	1054	1054	0.4	0.46589994	-0.06589994	
Black	Dot	1055	1055	0.35	0.06837004	0.28162996	
Black	Dot	1056	1056	0.3	0.068528794	0.231471206	
Black	Dot	1057	1057	0.205	0.061069846	0.143930154	
Black	Dot	1058	1058	0.3	0.028906817	0.271093183	
Black	Dot	1059	1059	0.75	0.9066189	-0.1566189	
Black	Dot	1060	1060	0.31	0.11225822	0.19774178	
Black	Dot	1061	1061	0.4	0.18932475	0.21067525	
Black	Dot	1062	1062	0.31	0.44678634	-0.13678634	
Black	Dot	1063	1063	0.3	0.11633894	0.18366106	
Black	Dot	1064	1064	0.25	0.65552354	-0.40552354	
Black	Dot	1065	1065	0.85	0.9821534	-0.1321534	
Black	Dot	1066	1066	0.35	0.2782832	0.0717168	
Black	Dot	1067	1067	0.4	0.077899784	0.322100216	
Black	Dot	1068	1068	0.25	0.24263829	0.00736171	
Black	Dot	1069	1069	0.305	0.22000675	0.08499325	
Black	Dot	1070	1070	0.25	0.13314173	0.11685827	
Black	Dot	1071	1071	0.2	0.121750645	0.078249355	
Black	Dot	1072	1072	0.255	0.08568107	0.16931893	
Black	Dot	1073	1073	0.15	0.09372902	0.05627098	
Black	Dot	1074	1074	0.4	0.50742835	-0.10742835	
Black	Dot	1075	1075	0.605	0.87813276	-0.27313276	
Black	Dot	1076	1076	0.25	0.26887143	-0.01887143	
Black	Dot	1077	1077	0.31	0.08891702	0.22108298	
Black	Dot	1078	1078	0.65	0.36183602	0.28816398	
Black	Dot	1079	1079	0.4	0.18664283	0.21335717	
Black	Dot	1080	1080	0.35	0.07089199	0.27910801	
Black	Dot	1081	1081	0.55	0.09893915	0.45106085	
Black	Dot	1082	1082	0.35	0.57139826	-0.22139826	
Black	Dot	1083	1083	0.25	0.10930103	0.14069897	
Black	Dot	1084	1084	0.265	0.04333414	0.22166586	
Black	Dot	1085	1085	0.16	0.03439505	0.12560495	
Black	Dot	1086	1086	0.2	0.1706731	0.0293269	
Black	Dot	1087	1087	0.3	0.051757645	0.248242355	
Black	Dot	1088	1088	0.1	0.12214213	-0.02214213	
Black	Dot	1089	1089	0.155	0.8363033	-0.6813033	
Black	Dot	1090	1090	0.15	0.06758246	0.08241754	
Black	Dot	1091	1091	0.3	0.07965785	0.22034215	
Black	Dot	1092	1092	0.15	0.0644682	0.0855318	
Black	Dot	1093	1093	0.255	0.08475598	0.17024402	
Black	Dot	1094	1094	0.15	0.03270475	0.11729525	
Black	Dot	1095	1095	0.25	0.06542864	0.18457136	
Black	Dot	1096	1096	0.255	0.08479383	0.17020617	
Black	Dot	1097	1097	0.45	0.08730334	0.36269666	
Black	Dot	1098	1098	0.3	0.070646435	0.229353565	
Black	Dot	1099	1099	0.205	0.112945646	0.092054354	
Black	Dot	1100	1100	0.45	0.035600584	0.414399416	
Black	Dot	1101	1101	0.25	0.17544588	0.07455412	
Black	Dot	1102	1102	0.205	0.7388681	-0.5338681	
Black	Dot	1103	1103	0.35	0.046271544	0.303728456	
Black	Dot	1104	1104	0.355	0.03743726	0.31756274	
Black	Dot	1105	1105	0.35	0.026831653	0.323168347	
Black	Dot	1106	1106	0.355	0.34737143	0.00762857	
Black	Dot	1107	1107	0.4	0.051591527	0.348408473	
Black	Dot	1108	1108	0.2	0.034887347	0.165112653	
Black	Dot	1109	1109	0.35	0.06522087	0.28477913	
Black	Dot	1110	1110	0.35	0.041909967	0.308090033	
Black	Dot	1111	1111	0.305	0.11947318	0.18552682	
Black	Dot	1112	1112	0.35	0.09189198	0.25810802	
Black	Dot	1113	1113	0.55	0.11609255	0.43390745	
Black	Dot	1114	1114	0.25	0.11609174	0.13390826	
Black	Dot	1115	1115	0.25	0.03017697	0.21982303	
Black	Dot	1116	1116	0.215	0.04179154	0.17320846	
Black	Dot	1117	1117	0.2	0.06697572	0.13302428	
Black	Dot	1118	1118	0.3	0.17553021	0.12446979	
Black	Dot	1119	1119	0.8	0.9334223	-0.1334223	
Black	Dot	1120	1120	0.2	0.27103427	-0.07103427	
Black	Dot	1121	1121	0.27	0.10257317	0.16742683	
Black	Dot	1122	1122	0.4	0.055778187	0.344221813	
Black	Dot	1123	1123	0.35	0.080426924	0.269573076	
Black	Dot	1124	1124	0.25	0.16342318	0.08657682	
Black	Dot	1125	1125	0.255	0.3129791	-0.0579791	
Black	Dot	1126	1126	0.2	0.3712372	-0.1712372	
Black	Dot	1127	1127	0.35	0.06301795	0.28698205	
Black	Dot	1128	1128	0.35	0.054900188	0.295099812	
Black	Dot	1129	1129	0.31	0.17719872	0.13280128	
Black	Dot	1130	1130	0.3	0.07698841	0.22301159	
Black	Dot	1131	1131	0.3	0.008901594	0.291098406	
Black	Dot	1132	1132	0.2	0.1081294	0.0918706	
Black	Dot	1133	1133	0.26	0.2543287	0.0056713	
Black	Dot	1134	1134	0.35	0.09700079	0.25299921	
Black	Dot	1135	1135	0.3	0.1293121	0.1706879	
Black	Dot	1136	1136	0.56	0.032218114	0.527781886	
Black	Dot	1137	1137	0.3	0.13456748	0.16543252	
Black	Dot	1138	1138	0.4	0.010425808	0.389574192	
Black	Dot	1139	1139	0.455	0.067530446	0.387469554	
Black	Dot	1140	1140	0.35	0.25734293	0.09265707	
Black	Dot	1141	1141	0.36	0.83785176	-0.47785176	
Black	Dot	1142	1142	0.35	0.22400996	0.12599004	
Black	Dot	1143	1143	0.25	0.019164218	0.230835782	
Black	Dot	1144	1144	0.3	0.11521269	0.18478731	
Black	Dot	1145	1145	0.455	0.09357492	0.36142508	
Black	Dot	1146	1146	0.3	0.020312224	0.279687776	
Black	Dot	1147	1147	0.6	0.7388681	-0.1388681	
Black	Dot	1148	1148	0.25	0.22327955	0.02672045	
Black	Dot	1149	1149	0.55	0.14469554	0.40530446	
Black	Dot	1150	1150	0.55	0.5245033	0.0254967	
Black	Dot	1151	1151	0.455	0.102467775	0.352532225	
Black	Dot	1152	1152	0.45	0.08051354	0.36948646	
Black	Dot	1153	1153	0.255	0.08789552	0.16710448	
Black	Dot	1154	1154	0.35	0.06828938	0.28171062	
Black	Dot	1155	1155	0.255	0.024771463	0.230228537	
Black	Dot	1156	1156	0.4	0.087303296	0.312696704	
Black	Dot	1157	1157	0.205	0.07315207	0.13184793	
Black	Dot	1158	1158	0.77	0.816901	-0.046901	
Black	Dot	1159	1159	0.45	0.36439025	0.08560975	
Black	Dot	1160	1160	0.26	0.22733872	0.03266128	
Black	Dot	1161	1161	0.25	0.093386315	0.156613685	
Black	Dot	1162	1162	0.405	0.09095287	0.31404713	
Black	Dot	1163	1163	0.55	0.7051951	-0.1551951	
Black	Dot	1164	1164	0.35	0.09407473	0.25592527	
Black	Dot	1165	1165	0.4	0.041620843	0.358379157	
Black	Dot	1166	1166	0.46	0.6094617	-0.1494617	
Black	Dot	1167	1167	0.155	0.07839617	0.07660383	
Black	Dot	1168	1168	0.45	0.0639335	0.3860665	
Black	Dot	1169	1169	0.25	0.2081567	0.0418433	
Black	Dot	1170	1170	0.7	0.3513939	0.3486061	
Black	Dot	1171	1171	0.615	0.83785176	-0.22285176	
Black	Dot	1172	1172	0.2	0.22644155	-0.02644155	
Black	Dot	1173	1173	0.305	0.39239103	-0.08739103	
Black	Dot	1174	1174	0.35	0.49096748	-0.14096748	
Black	Dot	1175	1175	0.35	0.07626513	0.27373487	
Black	Dot	1176	1176	0.305	0.0522442	0.2527558	
Black	Dot	1177	1177	0.55	0.10012474	0.44987526	
Black	Dot	1178	1178	0.5	0.17704433	0.32295567	
Black	Dot	1179	1179	0.305	0.22519238	0.07980762	
Black	Dot	1180	1180	0.25	0.03542522	0.21457478	
Black	Dot	1181	1181	0.31	0.06429475	0.24570525	
Black	Dot	1182	1182	0.2	0.32158658	-0.12158658	
Black	Dot	1183	1183	0.32	0.05448222	0.26551778	
Black	Dot	1184	1184	0.3	0.27724835	0.02275165	
Black	Dot	1185	1185	0.6	0.8513281	-0.2513281	
Black	Dot	1186	1186	0.3	0.050996434	0.249003566	
Black	Dot	1187	1187	0.405	0.4191765	-0.0141765	
Black	Dot	1188	1188	0.35	0.097169206	0.252830794	
Black	Dot	1189	1189	0.3	0.061137553	0.238862447	
Black	Dot	1190	1190	0.205	0.06936763	0.13563237	
Black	Dot	1191	1191	0.205	0.07238015	0.13261985	
Black	Dot	1192	1192	0.305	0.32131055	-0.01631055	
Black	Dot	1193	1193	0.35	0.4678121	-0.1178121	
Black	Dot	1194	1194	0.2	0.17179994	0.02820006	
Black	Dot	1195	1195	0.55	0.8447827	-0.2947827	
Black	Dot	1196	1196	0.6	0.87185377	-0.27185377	
Black	Dot	1197	1197	0.55	0.073289104	0.476710896	
Black	Dot	1198	1198	0.2	0.4407843	-0.2407843	
Black	Dot	1199	1199	0.21	0.85667616	-0.64667616	
Black	Dot	1200	1200	0.15	0.025643144	0.124356856	
Black	Dot	1201	1201	0.26	0.09395672	0.16604328	
Black	Dot	1202	1202	0.55	0.92313737	-0.37313737	
Black	Dot	1203	1203	0.105	0.06981845	0.03518155	
Black	Dot	1204	1204	0.25	0.15529482	0.09470518	
Black	Dot	1205	1205	0.3	0.039679896	0.260320104	
Black	Dot	1206	1206	0.15	0.113776386	0.036223614	
Black	Dot	1207	1207	0.35	0.06512018	0.28487982	
Black	Dot	1208	1208	0.2	0.02329052	0.17670948	
Black	Dot	1209	1209	0.4	0.8717789	-0.4717789	
Black	Dot	1210	1210	0.35	0.06894346	0.28105654	
Black	Dot	1211	1211	0.205	0.06427826	0.14072174	
Black	Dot	1212	1212	0.4	0.037190787	0.362809213	
Black	Dot	1213	1213	0.25	0.08361849	0.16638151	
Black	Dot	1214	1214	0.2	0.0672326	0.1327674	
Black	Dot	1215	1215	0.3	0.064290956	0.235709044	
Black	Dot	1216	1216	0.25	0.03448509	0.21551491	
Black	Dot	1217	1217	0.265	0.08730334	0.17769666	
Black	Dot	1218	1218	0.3	0.010191524	0.289808476	
Black	Dot	1219	1219	0.3	0.028718058	0.271281942	
Black	Dot	1220	1220	0.3	0.042198546	0.257801454	
Black	Dot	1221	1221	0.4	0.08730334	0.31269666	
Black	Dot	1222	1222	0.81	0.96158785	-0.15158785	
Black	Dot	1223	1223	0.25	0.039407548	0.210592452	
Black	Dot	1224	1224	0.5	0.18222076	0.31777924	
Black	Dot	1225	1225	0.25	0.03898905	0.21101095	
Black	Dot	1226	1226	0.26	0.18667838	0.07332162	
Black	Dot	1227	1227	0.5	0.89588875	-0.39588875	
Black	Dot	1228	1228	0.4	0.117265664	0.282734336	
Black	Dot	1229	1229	0.35	0.023519969	0.326480031	
Black	Dot	1230	1230	0.31	0.18840414	0.12159586	
Black	Dot	1231	1231	0.25	0.037928563	0.212071437	
Black	Dot	1232	1232	0.45	0.3213658	0.1286342	
Black	Dot	1233	1233	0.35	0.87175405	-0.52175405	
Black	Dot	1234	1234	0.26	0.036081176	0.223918824	
Black	Dot	1235	1235	0.45	0.8958572	-0.4458572	
Black	Dot	1236	1236	0.15	0.0489833	0.1010167	
Black	Dot	1237	1237	0.55	0.07023548	0.47976452	
Black	Dot	1238	1238	0.4	0.12088734	0.27911266	
Black	Dot	1239	1239	0.405	0.035904516	0.369095484	
Black	Dot	1240	1240	0.3	0.11362147	0.18637853	
Black	Dot	1241	1241	0.365	0.2991806	0.0658194	
Black	Dot	1242	1242	0.255	0.34939703	-0.09439703	
Black	Dot	1243	1243	0.26	0.22761858	0.03238142	
Black	Dot	1244	1244	0.21	0.22063889	-0.01063889	
Black	Dot	1245	1245	0.5	0.94966143	-0.44966143	
Black	Dot	1246	1246	0.4	0.8441506	-0.4441506	
Black	Dot	1247	1247	0.26	0.032943983	0.227056017	
Black	Dot	1248	1248	0.455	0.15669334	0.29830666	
Black	Dot	1249	1249	0.255	0.19422652	0.06077348	
Black	Dot	1250	1250	0.35	0.051384505	0.298615495	
Black	Dot	1251	1251	0.305	0.10391943	0.20108057	
Black	Dot	1252	1252	0.2	0.040534716	0.159465284	
Black	Dot	1253	1253	0.2	0.06431531	0.13568469	
Black	Dot	1254	1254	0.31	0.025380408	0.284619592	
Black	Dot	1255	1255	0.35	0.078065544	0.271934456	
Black	Dot	1256	1256	0.25	0.017995225	0.232004775	
Black	Dot	1257	1257	0.505	0.06432422	0.44067578	
Black	Dot	1258	1258	0.35	0.16777258	0.18222742	
Black	Dot	1259	1259	0.415	0.40311342	0.01188658	
Black	Dot	1260	1260	0.3	0.11232628	0.18767372	
Black	Dot	1261	1261	0.25	0.052634586	0.197365414	
Black	Dot	1262	1262	0.355	0.21023478	0.14476522	
Black	Dot	1263	1263	0.35	0.047427505	0.302572495	
Black	Dot	1264	1264	0.25	0.11219627	0.13780373	
Black	Dot	1265	1265	0.305	0.10283422	0.20216578	
Black	Dot	1266	1266	0.2	0.08197155	0.11802845	
Black	Dot	1267	1267	0.6	0.93165123	-0.33165123	
Black	Dot	1268	1268	0.25	0.16668592	0.08331408	
Black	Dot	1269	1269	0.45	0.89955246	-0.44955246	
Black	Dot	1270	1270	0.315	0.037507005	0.277492995	
Black	Dot	1271	1271	0.35	0.029574566	0.320425434	
Black	Dot	1272	1272	0.405	0.009311952	0.395688048	
Black	Dot	1273	1273	0.25	0.088613056	0.161386944	
Black	Dot	1274	1274	0.25	0.10465532	0.14534468	
Black	Dot	1275	1275	0.3	0.1685326	0.1314674	
Black	Dot	1276	1276	0.3	0.09564726	0.20435274	
Black	Dot	1277	1277	0.35	0.6519473	-0.3019473	
Black	Dot	1278	1278	0.35	0.08730334	0.26269666	
Black	Dot	1279	1279	0.55	0.8993477	-0.3493477	
Black	Dot	1280	1280	0.205	0.5343637	-0.3293637	
Black	Dot	1281	1281	0.3	0.06768599	0.23231401	
Black	Dot	1282	1282	0.205	0.045111716	0.159888284	
Black	Dot	1283	1283	0.45	0.46247688	-0.01247688	
Black	Dot	1284	1284	0.315	0.18131033	0.13368967	
Black	Dot	1285	1285	0.2	0.42109868	-0.22109868	
Black	Dot	1286	1286	0.2	0.03898905	0.16101095	
Black	Dot	1287	1287	0.405	0.06833228	0.33666772	
Black	Dot	1288	1288	0.45	0.187937	0.262063	
Black	Dot	1289	1289	0.4	0.069729835	0.330270165	
Black	Dot	1290	1290	0.305	0.14241193	0.16258807	
Black	Dot	1291	1291	0.405	0.6519473	-0.2469473	
Black	Dot	1292	1292	0.3	0.03507798	0.26492202	
Black	Dot	1293	1293	0.41	0.07309167	0.33690833	
Black	Dot	1294	1294	0.25	0.041721843	0.208278157	
Black	Dot	1295	1295	0.4	0.07637189	0.32362811	
Black	Dot	1296	1296	0.3	0.026393563	0.273606437	
Black	Dot	1297	1297	0.4	0.08730334	0.31269666	
Black	Dot	1298	1298	0.405	0.49681503	-0.09181503	
Black	Dot	1299	1299	0.35	0.31890944	0.03109056	
Black	Dot	1300	1300	0.45	0.4411114	0.0088886	
Black	Dot	1301	1301	0.35	0.05562485	0.29437515	
Black	Dot	1302	1302	0.405	0.022223268	0.382776732	
Black	Dot	1303	1303	0.3	0.2991672	0.0008328	
Black	Dot	1304	1304	0.355	0.06449726	0.29050274	
Black	Dot	1305	1305	0.3	0.036858335	0.263141665	
Black	Dot	1306	1306	0.6	0.7143426	-0.1143426	
Black	Dot	1307	1307	0.35	0.11927167	0.23072833	
Black	Dot	1308	1308	0.5	0.12633082	0.37366918	
Black	Dot	1309	1309	0.35	0.052670497	0.297329503	
Black	Dot	1310	1310	0.365	0.030770382	0.334229618	
Black	Dot	1311	1311	0.25	0.04703674	0.20296326	
Black	Dot	1312	1312	0.3	0.14132658	0.15867342	
Black	Dot	1313	1313	0.3	0.08362778	0.21637222	
Black	Dot	1314	1314	0.315	0.08265545	0.23234455	
Black	Dot	1315	1315	0.45	0.0719838	0.3780162	
Black	Dot	1316	1316	0.65	0.8761441	-0.2261441	
Black	Dot	1317	1317	0.255	0.20153864	0.05346136	
Black	Dot	1318	1318	0.32	0.06533259	0.25466741	
Black	Dot	1319	1319	0.255	0.12471847	0.13028153	
Black	Dot	1320	1320	0.4	0.20670491	0.19329509	
Black	Dot	1321	1321	0.4	0.020640165	0.379359835	
Black	Dot	1322	1322	0.35	0.32129437	0.02870563	
Black	Dot	1323	1323	0.25	0.13141935	0.11858065	
Black	Dot	1324	1324	0.35	0.054607946	0.295392054	
Black	Dot	1325	1325	0.4	0.2224547	0.1775453	
Black	Dot	1326	1326	0.25	0.12032537	0.12967463	
Black	Dot	1327	1327	0.25	0.069826886	0.180173114	
Black	Dot	1328	1328	0.3	0.17571259	0.12428741	
Black	Dot	1329	1329	0.6	0.4091102	0.1908898	
Black	Dot	1330	1330	0.3	0.6519473	-0.3519473	
Black	Dot	1331	1331	0.26	0.06719168	0.19280832	
Black	Dot	1332	1332	0.155	0.24083136	-0.08583136	
Black	Dot	1333	1333	0.365	0.034887347	0.330112653	
Black	Dot	1334	1334	0.505	0.104811236	0.400188764	
Black	Dot	1335	1335	0.305	0.30965444	-0.00465444	
Black	Dot	1336	1336	0.35	0.34612575	0.00387425	
Black	Dot	1337	1337	0.35	0.042179044	0.307820956	
Black	Dot	1338	1338	0.65	0.6204974	0.0295026	
Black	Dot	1339	1339	0.315	0.07307224	0.24192776	
Black	Dot	1340	1340	0.355	0.3858163	-0.0308163	
Black	Dot	1341	1341	0.4	0.12831935	0.27168065	
Black	Dot	1342	1342	0.25	0.19874737	0.05125263	
Black	Dot	1343	1343	0.205	0.10348895	0.10151105	
Black	Dot	1344	1344	0.25	0.046784934	0.203215066	
Black	Dot	1345	1345	0.4	0.11585109	0.28414891	
Black	Dot	1346	1346	0.355	0.038701557	0.316298443	
Black	Dot	1347	1347	0.5	0.08730334	0.41269666	
Black	Dot	1348	1348	0.35	0.08730334	0.26269666	
Black	Dot	1349	1349	0.4	0.17952853	0.22047147	
Black	Dot	1350	1350	0.3	0.21168736	0.08831264	
Black	Dot	1351	1351	0.35	0.0874768	0.2625232	
Black	Dot	1352	1352	0.4	0.9472598	-0.5472598	
Black	Dot	1353	1353	0.2	0.14157453	0.05842547	
Black	Dot	1354	1354	0.205	0.10099152	0.10400848	
Black	Dot	1355	1355	0.35	0.03909298	0.31090702	
Black	Dot	1356	1356	0.205	0.041290052	0.163709948	
Black	Dot	1357	1357	0.2	0.21684645	-0.01684645	
Black	Dot	1358	1358	0.35	0.1287993	0.2212007	
Black	Dot	1359	1359	0.25	0.02985714	0.22014286	
Black	Dot	1360	1360	0.25	0.046351463	0.203648537	
Black	Dot	1361	1361	0.3	0.11113748	0.18886252	
Black	Dot	1362	1362	0.15	0.07948124	0.07051876	
Black	Dot	1363	1363	0.45	0.060706418	0.389293582	
Black	Dot	1364	1364	0.405	0.24438433	0.16061567	
Black	Dot	1365	1365	0.35	0.18421736	0.16578264	
Black	Dot	1366	1366	0.25	0.026036536	0.223963464	
Black	Dot	1367	1367	0.35	0.06829027	0.28170973	
Black	Dot	1368	1368	0.45	0.105982006	0.344017994	
Black	Dot	1369	1369	0.2	0.080749005	0.119250995	
Black	Dot	1370	1370	0.5	0.43747208	0.06252792	
Black	Dot	1371	1371	0.25	0.13354096	0.11645904	
Black	Dot	1372	1372	0.3	0.08135767	0.21864233	
Black	Dot	1373	1373	0.3	0.37186885	-0.07186885	
Black	Dot	1374	1374	0.25	0.189098	0.060902	
Black	Dot	1375	1375	0.3	0.14488855	0.15511145	
Black	Dot	1376	1376	0.5	0.015422425	0.484577575	
Black	Dot	1377	1377	0.3	0.27053162	0.02946838	
Black	Dot	1378	1378	0.4	0.026036523	0.373963477	
Black	Dot	1379	1379	0.5	0.22604762	0.27395238	
Black	Dot	1380	1380	0.255	0.21684645	0.03815355	
Black	Dot	1381	1381	0.6	0.20285769	0.39714231	
Black	Dot	1382	1382	0.3	0.07924216	0.22075784	
Black	Dot	1383	1383	0.3	0.2612694	0.0387306	
Black	Dot	1384	1384	0.25	0.11368245	0.13631755	
Black	Dot	1385	1385	0.6	0.5325866	0.0674134	
Black	Dot	1386	1386	0.15	0.12145548	0.02854452	
Black	Dot	1387	1387	0.4	0.07876214	0.32123786	
Black	Dot	1388	1388	0.35	0.064341016	0.285658984	
Black	Dot	1389	1389	0.255	0.026036523	0.228963477	
Black	Dot	1390	1390	0.265	0.11507573	0.14992427	
Black	Dot	1391	1391	0.35	0.57203764	-0.22203764	
Black	Dot	1392	1392	0.4	0.07153971	0.32846029	
Black	Dot	1393	1393	0.2	0.0280202	0.1719798	
Black	Dot	1394	1394	0.35	0.1967954	0.1532046	
Black	Dot	1395	1395	0.35	0.13523601	0.21476399	
Black	Dot	1396	1396	0.6	0.05525811	0.54474189	
Black	Dot	1397	1397	0.35	0.029471062	0.320528938	
Black	Dot	1398	1398	0.255	0.257187	-0.002187	
Black	Dot	1399	1399	0.315	0.030933479	0.284066521	
Black	Dot	1400	1400	0.47	0.9561871	-0.4861871	
Black	Dot	1401	1401	0.265	0.026036536	0.238963464	
Black	Dot	1402	1402	0.3	0.21100706	0.08899294	
Black	Dot	1403	1403	0.35	0.122128315	0.227871685	
Black	Dot	1404	1404	0.25	0.020084264	0.229915736	
Black	Dot	1405	1405	0.35	0.08276694	0.26723306	
Black	Dot	1406	1406	0.45	0.22842865	0.22157135	
Black	Dot	1407	1407	0.4	0.09528535	0.30471465	
Black	Dot	1408	1408	0.205	0.06768213	0.13731787	
Black	Dot	1409	1409	0.3	0.18133317	0.11866683	
Black	Dot	1410	1410	0.5	0.06259354	0.43740646	
Black	Dot	1411	1411	0.3	0.093439296	0.206560704	
Black	Dot	1412	1412	0.3	0.026036523	0.273963477	
Black	Dot	1413	1413	0.55	0.19886541	0.35113459	
Black	Dot	1414	1414	0.405	0.22936507	0.17563493	
Black	Dot	1415	1415	0.205	0.35949028	-0.15449028	
Black	Dot	1416	1416	0.265	0.037297077	0.227702923	
Black	Dot	1417	1417	0.205	0.104235515	0.100764485	
Black	Dot	1418	1418	0.3	0.22521609	0.07478391	
Black	Dot	1419	1419	0.46	0.19252308	0.26747692	
Black	Dot	1420	1420	0.2	0.14569739	0.05430261	
Black	Dot	1421	1421	0.5	0.44042233	0.05957767	
Black	Dot	1422	1422	0.6	0.9332056	-0.3332056	
Black	Dot	1423	1423	0.45	0.37502423	0.07497577	
Black	Dot	1424	1424	0.35	0.02452808	0.32547192	
Black	Dot	1425	1425	0.3	0.17724903	0.12275097	
Black	Dot	1426	1426	0.3	0.21974434	0.08025566	
Black	Dot	1427	1427	0.31	0.036709156	0.273290844	
Black	Dot	1428	1428	0.4	0.042176973	0.357823027	
Black	Dot	1429	1429	0.3	0.13343322	0.16656678	
Black	Dot	1430	1430	0.35	0.036064114	0.313935886	
Black	Dot	1431	1431	0.31	0.20562	0.10438	
Black	Dot	1432	1432	0.205	0.29167908	-0.08667908	
Black	Dot	1433	1433	0.3	0.026036536	0.273963464	
Black	Dot	1434	1434	0.25	0.23534103	0.01465897	
Black	Dot	1435	1435	0.305	0.07159833	0.23340167	
Black	Dot	1436	1436	0.3	0.08317342	0.21682658	
Black	Dot	1437	1437	0.3	0.052187946	0.247812054	
Black	Dot	1438	1438	0.35	0.3850833	-0.0350833	
Black	Dot	1439	1439	0.4	0.087303296	0.312696704	
Black	Dot	1440	1440	0.3	0.03752537	0.26247463	
Black	Dot	1441	1441	0.4	0.07223824	0.32776176	
Black	Dot	1442	1442	0.2	0.13402614	0.06597386	
Black	Dot	1443	1443	0.505	0.0958543	0.4091457	
Black	Dot	1444	1444	0.25	0.019833365	0.230166635	
Black	Dot	1445	1445	0.26	0.0804158	0.1795842	
Black	Dot	1446	1446	0.3	0.23253338	0.06746662	
Black	Dot	1447	1447	0.3	0.887492	-0.587492	
Black	Dot	1448	1448	0.4	0.08730334	0.31269666	
Black	Dot	1449	1449	0.25	0.23963867	0.01036133	
Black	Dot	1450	1450	0.35	0.08730334	0.26269666	
Black	Dot	1451	1451	0.31	0.44318184	-0.13318184	
Black	Dot	1452	1452	0.65	0.2015816	0.4484184	
Black	Dot	1453	1453	0.3	0.041203268	0.258796732	
Black	Dot	1454	1454	0.35	0.10839135	0.24160865	
Black	Dot	1455	1455	0.4	0.046896122	0.353103878	
Black	Dot	1456	1456	0.355	0.116826564	0.238173436	
Black	Dot	1457	1457	0.355	0.10755408	0.24744592	
